
"MVFCRUS","194913","726","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195013","725","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195113","735","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195213","762","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195313","760","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195413","758","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195513","761","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195613","771","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195713","773","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195813","782","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","195913","789","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196013","784","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196113","781","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196213","779","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196313","780","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196413","787","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196513","787","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196613","780","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196713","786","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196813","805","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","196913","821","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197013","830","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197113","839","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197213","857","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197313","850","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197413","788","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197513","790","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197613","806","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197713","814","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197813","816","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","197913","776","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198013","712","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198113","697","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198213","686","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198313","686","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198413","691","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198513","685","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198613","692","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198713","694","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198813","688","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","198913","688","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199013","677","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199113","669","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199213","683","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199313","693","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
"MVFCRUS","199413","698","11","All Motor Vehicles Fuel Consumption","Gallons per Vehicle"
